date,max_temperature,avg_temperature,min_temperature,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_visibility,avg_visibility,min_visibility,precipitation,rain,snow
2023-04-24,15.4,9.19,3,65,47.5,30,2.1,-0.4,-2.8,24,12.5,1,64400,37850,11300,0,0,0
2023-04-23,15.7,6.6,-2.5,79,51.5,24,-1.8,-4,-6.2,28,15.5,3,64400,40250,16100,0,0,0
2023-04-22,11.6,3.2,-5.2,89,57,25,-3.6,-6.2,-8.7,27,17,7,64400,40250,16100,0,0,0
2023-04-21,0.1,-1.85,-3.8,92,79.5,67,-3.8,-5.2,-6.5,21,14.5,8,24100,13850,3600,1.4,0,1.4
2023-04-20,2,-0.89,-3.8,96,82,68,-2.9,-4.8,-6.6,23,12,1,24100,13050,2000,0.5,0,0.5
2023-04-19,6.4,2.2,-2,100,75,50,-0.8,-3.4,-6,25,13,1,32200,16400,600,0,0,0
2023-04-18,11.9,2,-7.9,55,32.5,10,-6.2,-13,-19.8,27,14,1,64400,44250,24100,0,0,0
2023-04-17,9.4,3.2,-3,65,38.5,12,0.1,-10.4,-20.9,49,27,5,64400,40250,16100,0,0,0
2023-04-16,16.9,9.35,1.8,57,38.5,20,-0.4,-4,-7.7,31,17,3,64400,37850,11300,0,0,0
2023-04-15,12.9,4.3,-4.3,83,51,19,-4.4,-8.2,-12,18,11.5,5,64400,44250,24100,0,0,0
2023-04-14,8.7,1.09,-6.5,87,61,35,-1.2,-4.2,-7.3,28,14.5,1,64400,40250,16100,0,0,0
2023-04-13,8,1.25,-5.5,97,66.5,36,-1.2,-4.1,-7,17,9,1,64400,36250,8100,0,0,0
2023-04-12,7.3,1.19,-4.9,91,65.5,40,-1.1,-4.2,-7.2,22,12,2,32200,18500,4800,1,0,1
2023-04-11,7.9,3.55,-0.8,88,73,58,0.7,-2.1,-4.9,36,19,2,64400,38650,12900,0.2,0.2,0
2023-04-10,13.5,7.6,1.7,77,55.5,34,0.3,-3.2,-6.8,26,14.5,3,64400,38650,12900,0,0,0
2023-04-09,18.4,10.39,2.4,44,33.5,23,-1.2,-4.3,-7.5,29,16,3,64400,44250,24100,0,0,0
2023-04-08,14,7.8,1.6,55,39,23,-3.6,-5.5,-7.4,31,17,3,64400,40250,16100,0,0,0
2023-04-07,17.4,6.79,-3.8,88,56,24,-1.2,-2.9,-4.5,26,13.5,1,64400,44250,24100,0,0,0
2023-04-06,8.4,1.35,-5.7,88,57.5,27,-2.1,-6.5,-11,28,14.5,1,64400,44250,24100,0,0,0
2023-04-05,5,-1.84,-8.7,97,59.5,22,-5.6,-10.9,-16.2,26,13.5,1,64400,33200,2000,0,0,0
2023-04-04,1.4,-2.9,-7.2,100,72.5,45,-5.1,-7.7,-10.2,23,14,5,24100,12250,400,0,0,0
2023-04-03,1.8,-1.5,-4.8,90,71,52,-4.5,-6.2,-7.8,22,14.5,7,19300,12850,6400,0,0,0
2023-04-02,4.4,1.45,-1.5,81,57.5,34,-2.7,-7,-11.4,36,20,4,24100,16100,8100,0,0,0
2023-04-01,8.2,4.39,0.6,81,52.5,24,-2.2,-7.5,-12.7,18,10.5,3,64400,36250,8100,0,0,0
2023-03-31,11.8,2.65,-6.5,97,58.5,20,-5.5,-8.7,-11.9,28,16.5,5,64400,36250,8100,0,0,0
2023-03-30,2.1,-1.74,-5.6,99,78,57,-2.3,-4.5,-6.7,32,17,2,32200,16100,0,0,0,0
2023-03-29,6.7,-1.4,-9.5,90,60,30,-3.7,-7.6,-11.5,23,13.5,4,64400,40250,16100,0,0,0
2023-03-28,-0.9,-6.15,-11.4,84,65,46,-9,-11.2,-13.5,18,9.5,1,64400,44250,24100,0,0,0
2023-03-27,-3,-5.95,-8.9,90,71.5,53,-5.8,-8.8,-11.9,24,13.5,3,24100,12650,1200,2.2,0,3
2023-03-26,0.7,-1.9,-4.5,87,71,55,-4,-6.6,-9.2,21,11,1,24100,16100,8100,0,0,0
2023-03-25,4.8,-1.45,-7.7,98,77.5,57,-1.8,-4.8,-7.9,21,12.5,4,32200,16700,1200,0,0,0
2023-03-24,3.1,-1.55,-6.2,89,66.5,44,-5.2,-8,-10.8,40,22,4,48300,28200,8100,0,0,0
2023-03-23,7.8,0.75,-6.3,72,46,20,-6.4,-10.8,-15.1,21,11.5,2,64400,44250,24100,0,0,0
2023-03-22,8.3,-0.5,-9.3,85,55.5,26,-2.3,-7.6,-12.9,19,13,7,64400,44250,24100,0,0,0
2023-03-21,-0.9,-4.5,-8.1,76,67,58,-7.5,-9.7,-11.8,25,13,1,48300,29000,9700,0,0,0
2023-03-20,2.6,-3.4,-9.4,77,58.5,40,-7.5,-10.1,-12.7,18,10,2,24100,20100,16100,0,0,0
2023-03-19,4.7,-2.15,-9,75,53.5,32,-8.9,-11.3,-13.7,14,7.5,1,24100,19300,14500,0,0,0
2023-03-18,4.1,-2.45,-9,85,56,27,-8.1,-10.9,-13.7,19,10,1,32200,24150,16100,0,0,0
2023-03-17,2.4,-4.34,-11.1,83,59.5,36,-5.3,-10,-14.7,28,14.5,1,64400,44250,24100,0,0,0
2023-03-16,1.8,-3.6,-9,74,52,30,-8.5,-11.7,-14.8,16,10,4,64400,44250,24100,0,0,0
2023-03-15,0.8,-6.19,-13.2,89,62.5,36,-8,-11.8,-15.7,18,9.5,1,64400,44250,24100,0,0,0
2023-03-14,1.5,-4.75,-11,87,67,47,-6.2,-10,-13.8,36,18.5,1,64400,33800,3200,0.4,0,0.4
2023-03-13,-1.1,-8.95,-16.8,89,78,67,-6.1,-12.5,-18.9,32,17.5,3,16100,10050,4000,0,0,0
2023-03-12,-11.4,-14.45,-17.5,87,80.5,74,-13.7,-16.4,-19.1,16,10,4,16100,8450,800,0,0,0
2023-03-11,-10.1,-13.6,-17.1,88,78.5,69,-14.4,-16.8,-19.2,22,14,6,24100,13050,2000,0.8,0,1
2023-03-10,-11.6,-15.95,-20.3,88,84,80,-13.5,-17.3,-21.1,28,15,2,8100,4250,400,8.2,0,3.4
2023-03-09,-12.3,-15.8,-19.3,86,79,72,-16.1,-18.6,-21.2,28,17.5,7,32200,18500,4800,0.2,0,0.2
2023-03-08,-13.6,-14.7,-15.8,84,80.5,77,-16.7,-17.2,-17.7,18,12,6,9700,6650,3600,0.4,0,0.6
2023-03-07,-12.3,-15.3,-18.3,87,78.5,70,-16.9,-18.2,-19.5,18,12.5,7,9700,5850,2000,0.3,0,0.4
2023-03-06,-15.7,-17.95,-20.2,84,78,72,-19.1,-20.3,-21.5,20,13,6,9700,6850,4000,0.4,0,0.4
2023-03-05,-9.7,-13.45,-17.2,87,81.5,76,-13.2,-16.1,-19.1,19,14.5,10,8100,4850,1600,5.7,0,6.5
2023-03-04,-4.8,-10.4,-16,92,74,56,-8.9,-13.8,-18.8,18,10,2,64400,33000,1600,0.2,0,0.4
2023-03-03,0.8,-3.5,-7.8,82,55,28,-7.9,-12.2,-16.6,28,17.5,7,48300,36200,24100,0.6,0,0.6
2023-03-02,5.2,-0.04,-5.3,86,58,30,-5.4,-8.5,-11.6,45,27,9,48300,26550,4800,0,0,0
2023-03-01,-3.4,-8.15,-12.9,92,72,52,-9.2,-11.8,-14.3,17,11,5,32200,16700,1200,0.2,0,1.2
2023-02-28,-9.6,-11.85,-14.1,91,80.5,70,-12.1,-13.9,-15.7,16,9.5,3,19300,10050,800,5.7,0,6
2023-02-27,-3.2,-8.3,-13.4,88,68.5,49,-8.7,-12.3,-16,20,10.5,1,64400,35400,6400,0,0,0
2023-02-26,-0.2,-7.25,-14.3,85,69.5,54,-8.2,-12,-15.8,17,10,3,64400,37850,11300,0,0,0
2023-02-25,-7,-13.2,-19.4,85,67,49,-13.5,-17.4,-21.3,13,7,1,64400,40250,16100,0,0,0
2023-02-24,-14.7,-21.54,-28.4,77,65,53,-18.6,-24.9,-31.3,25,14,3,48300,27350,6400,0,0,0
2023-02-23,-25.7,-27.7,-29.7,76,68,60,-29.9,-30.8,-31.7,14,9,4,19300,11650,4000,0.4,0,0.4
2023-02-22,-20,-23.1,-26.2,81,74.5,68,-24.3,-26.9,-29.6,16,11.5,7,11300,8050,4800,3,0,3.2
2023-02-21,-8.7,-14.45,-20.2,86,78,70,-14.3,-19.1,-23.9,23,16.5,10,19300,10250,1200,7.4,0,8.4
2023-02-20,-1.9,-6.2,-10.5,93,87.5,82,-4.1,-8.8,-13.4,29,16,3,8100,4450,800,11.7,0,12.1
2023-02-19,6.7,1.2,-4.3,96,62,28,-2.4,-6.8,-11.2,34,19,4,64400,33000,1600,1.6,0,2
2023-02-18,4.1,0.19,-3.7,72,50.5,29,-7.5,-10.9,-14.3,27,15.5,4,64400,37850,11300,0,0,0
2023-02-17,3.9,-1.05,-6,64,41.5,19,-6,-12.2,-18.4,33,16.5,0,64400,40250,16100,0,0,0
2023-02-16,8.7,0.19,-8.3,65,46.5,28,-8,-10.6,-13.1,37,21.5,6,64400,44250,24100,0,0,0
2023-02-15,3.4,-4.09,-11.6,88,55,22,-8.9,-13.2,-17.5,22,12,2,64400,41850,19300,0,0,0
2023-02-14,-1.4,-5.7,-10,83,61.5,40,-7.8,-11.1,-14.3,25,14,3,24100,20100,16100,0,0,0
2023-02-13,8.5,2.85,-2.8,86,63,40,-2.6,-5.8,-9,33,18.5,4,64400,35400,6400,0,0,0
2023-02-12,10.9,4.9,-1.1,63,45.5,28,-3,-8.1,-13.2,40,22.5,5,64400,40250,16100,0,0,0
2023-02-11,7.5,1.29,-4.9,54,39.5,25,-9.6,-11.2,-12.7,41,22.5,4,64400,40250,16100,0,0,0
2023-02-10,7.6,1.4,-4.8,76,48.5,21,-5.7,-9.7,-13.7,39,21,3,32200,28150,24100,0,0,0
2023-02-09,7.2,-0.35,-7.9,68,49,30,-4.8,-9.2,-13.5,21,12.5,4,64400,44250,24100,0,0,0
2023-02-08,4.2,-0.19,-4.6,84,60.5,37,-4.3,-7.4,-10.5,38,20.5,3,48300,32200,16100,0,0,0
2023-02-07,7.9,2.95,-2,81,56.5,32,-2.9,-5.8,-8.7,39,20,1,64400,40250,16100,0,0,0
2023-02-06,8.7,1.39,-5.9,76,53.5,31,-6.8,-8.2,-9.5,36,20,4,64400,40250,16100,0,0,0
2023-02-05,7.7,1.35,-5,66,50.5,35,-5,-6.8,-8.7,26,13.5,1,64400,37850,11300,0,0,0
2023-02-04,7.7,1.55,-4.6,57,44,31,-7.1,-8,-8.8,32,18,4,64400,40250,16100,0,0,0
2023-02-03,10.2,3.7,-2.8,53,38.5,24,-4.5,-8.7,-12.8,37,21,5,64400,40250,16100,0,0,0
2023-02-02,4.3,-6.44,-17.2,84,58.5,33,-9.4,-14.4,-19.5,28,15.5,3,64400,37850,11300,0,0,0
2023-02-01,-8.8,-12.55,-16.3,93,83,73,-10.8,-14.4,-18.1,32,16.5,1,48300,26150,4000,0,0,0
2023-01-31,-5.5,-10.6,-15.7,93,75,57,-9.7,-12.9,-16.2,15,8,1,64400,40250,16100,0,0,0
2023-01-30,-6,-8.5,-11,86,67,48,-10.9,-13.9,-16.9,27,14.5,2,64400,33200,2000,1.6,0,2
2023-01-29,-9.2,-15.75,-22.3,81,65,49,-12,-19.1,-26.2,26,16,6,64400,34200,4000,0.4,0,0.6
2023-01-28,-13.1,-17.3,-21.5,86,76,66,-18.7,-21.9,-25.2,30,17,4,24100,13850,3600,1.2,0,2.4
2023-01-27,1.3,-5.94,-13.2,100,91,82,0.3,-8.8,-17.9,37,23,9,24100,12150,200,13.8,0,16
2023-01-26,9,4.45,-0.1,85,60.5,36,-1.2,-3.5,-5.7,39,21,3,64400,37850,11300,0,0,0
2023-01-25,5.3,0.7,-3.9,88,64,40,-0.9,-5.8,-10.8,31,17,3,48300,27350,6400,0.2,0,0.2
2023-01-24,3.2,-0.75,-4.7,71,53.5,36,-5.5,-8.3,-11.2,35,20,5,64400,40250,16100,0,0,0
2023-01-23,4.8,-3.5,-11.8,88,60,32,-9.7,-11.2,-12.7,37,21,5,64400,36250,8100,0,0,0
2023-01-22,6.6,-0.45,-7.5,98,71,44,-0.3,-5.3,-10.4,30,17.5,5,24100,13050,2000,1.1,0,1.2
2023-01-21,9.9,4.3,-1.3,59,48,37,-3.7,-5.6,-7.5,36,20.5,5,64400,37850,11300,0,0,0
2023-01-20,5,-1.1,-7.2,57,42.5,28,-6.9,-11.2,-15.6,28,15.5,3,64400,37850,11300,0,0,0
2023-01-19,4.7,-2.05,-8.8,64,51.5,39,-7.4,-9.8,-12.3,26,16.5,7,64400,44250,24100,0,0,0
2023-01-18,4.3,-2.8,-9.9,82,61,40,-6.5,-10.4,-14.4,29,15,1,64400,44250,24100,0,0,0
2023-01-17,4.5,-4.09,-12.7,94,70.5,47,-4.2,-8.5,-12.8,11,6,1,64400,41850,19300,0,0,0
2023-01-16,-2.4,-6.3,-10.2,100,95,90,-3.7,-7.1,-10.5,19,10,1,16100,8150,200,0,0,0
2023-01-15,0.4,-2.7,-5.8,100,88,76,-2.4,-3.5,-4.5,17,8.5,0,16100,8150,200,0,0,0
2023-01-14,6.8,2.15,-2.5,90,74.5,59,-0.6,-2,-3.4,13,7,1,64400,37850,11300,0,0,0
2023-01-13,8.5,2.6,-3.3,81,65.5,50,-0.9,-3.7,-6.5,16,9,2,64400,40250,16100,0,0,0
2023-01-12,6.2,-2.85,-11.9,77,62.5,48,-3.4,-8.3,-13.2,20,11,2,64400,44250,24100,0,0,0
2023-01-11,-0.8,-6.9,-13,88,73.5,59,-8,-11.1,-14.2,15,8,1,64400,40250,16100,0,0,0
2023-01-10,4.4,-2.64,-9.7,79,60.5,42,-5.7,-9.2,-12.6,22,11.5,1,64400,40250,16100,0,0,0
2023-01-09,6.1,0.19,-5.7,81,60.5,40,-5.2,-6.7,-8.1,20,10.5,1,64400,37850,11300,0,0,0
2023-01-08,2.5,-1.54,-5.6,81,69.5,58,-4.8,-6.5,-8.3,16,9,2,64400,40250,16100,0,0,0
2023-01-07,7.1,1.25,-4.6,79,59.5,40,-5.1,-7,-9,30,15.5,1,64400,40250,16100,0,0,0
2023-01-06,9.7,0.94,-7.8,75,53,31,-6.2,-8.8,-11.4,23,12,1,64400,44250,24100,0,0,0
2023-01-05,-6.4,-11.1,-15.8,86,75,64,-9.3,-13.6,-17.9,21,11,1,64400,44250,24100,0,0,0
2023-01-04,0.9,-5.35,-11.6,68,55,42,-10.7,-13.7,-16.6,15,8,1,64400,44250,24100,0,0,0
2023-01-03,1.1,-5.95,-13,85,66.5,48,-8.7,-11.4,-14.2,13,7,1,64400,40250,16100,0,0,0
2023-01-02,1.2,-5.45,-12.1,83,68,53,-8.2,-11.5,-14.8,11,6,1,64400,40250,16100,0,0,0
2023-01-01,2.4,-2.89,-8.2,85,67.5,50,-7.2,-10,-12.8,13,7,1,64400,37850,11300,0,0,0
2022-12-31,1.8,-4.3,-10.4,79,67,55,-7.9,-10.8,-13.8,11,6,1,48300,29800,11300,0,0,0
2022-12-30,2.2,-2.6,-7.4,68,57,46,-7.3,-9.8,-12.3,16,9.5,3,64400,44250,24100,0,0,0
2022-12-29,-3.6,-7.3,-11,99,74.5,50,-4.9,-8.3,-11.8,14,7.5,1,24100,12150,200,0,0,0
2022-12-28,-1.9,-4.8,-7.7,100,91.5,83,-4.2,-6.4,-8.6,25,13,1,19300,9850,400,1,0,1
2022-12-27,4.9,1.45,-2,100,79,58,1.7,-1.4,-4.5,20,12.5,5,24100,12250,400,0.3,0.3,0
2022-12-26,10,2.9,-4.2,79,60.5,42,-0.9,-4.7,-8.5,28,15,2,64400,40250,16100,0,0,0
2022-12-25,5.7,-1.94,-9.6,77,57,37,-5.6,-8.5,-11.4,32,16.5,1,64400,40250,16100,0,0,0
2022-12-24,5.4,-8.35,-22.1,83,68,53,-4,-13.9,-23.9,45,23.5,2,64400,37850,11300,0,0,0
2022-12-23,-18.4,-23.2,-28,80,73.5,67,-22.1,-26.4,-30.7,20,10.5,1,24100,12250,400,2,0,2.4
2022-12-22,-22.9,-27.25,-31.6,74,64,54,-29.6,-31.7,-33.8,23,12.5,2,64400,40250,16100,0,0,0
2022-12-21,-26.6,-29.05,-31.5,68,63.5,59,-32.5,-34.1,-35.7,26,18.5,11,24100,15250,6400,0.2,0,0.2
2022-12-20,-28.1,-30.15,-32.2,69,66,63,-32.5,-34.1,-35.7,22,13,4,24100,12550,1000,1.8,0,1.8
2022-12-19,-24.6,-27.5,-30.4,69,60.5,52,-29.6,-32,-34.4,30,17.5,5,24100,16100,8100,0,0,0
2022-12-18,-20.7,-22.79,-24.9,72,68,64,-25.1,-27.2,-29.3,29,22.5,16,16100,8850,1600,1.1,0,1.4
2022-12-17,-2.8,-12.15,-21.5,89,77,65,-8.7,-17.2,-25.8,46,29.5,13,24100,12650,1200,1.6,0,7.2
2022-12-16,1.4,-5.3,-12,85,67.5,50,-5.6,-9.7,-13.8,22,12.5,3,64400,37850,11300,0,0,0
2022-12-15,-0.4,-6.95,-13.5,86,72.5,59,-7.4,-10.5,-13.6,26,13.5,1,64400,44250,24100,0,0,0
2022-12-14,-0.2,-6.55,-12.9,86,76,66,-3.4,-8.9,-14.4,42,22.5,3,48300,29800,11300,0,0,0
2022-12-13,2.2,-7.05,-16.3,91,76,61,-0.6,-9.3,-18,30,15.5,1,24100,14050,4000,0,0,0
2022-12-12,-9.7,-12.64,-15.6,86,72.5,59,-15.2,-17.8,-20.4,18,10.5,3,24100,15250,6400,0,0,0
2022-12-11,-7.4,-11.89,-16.4,82,73.5,65,-11.3,-15.9,-20.5,25,17.5,10,24100,16100,8100,0,0,0
2022-12-10,-3.1,-8.3,-13.5,85,73.5,62,-8.9,-12.4,-16,21,12,3,64400,37850,11300,0,0,0
2022-12-09,1.7,-5.3,-12.3,84,56.5,29,-10.4,-12.8,-15.2,21,12.5,4,64400,44250,24100,0,0,0
2022-12-08,1.1,-4.7,-10.5,82,60,38,-8.2,-11,-13.8,18,9,0,64400,44250,24100,0,0,0
2022-12-07,3.8,-9.29,-22.4,78,58,38,-8.9,-17.2,-25.5,32,18.5,5,64400,44250,24100,0,0,0
2022-12-06,-19.5,-21.2,-22.9,76,74,72,-24.4,-25.4,-26.3,27,17,7,24100,12850,1600,3.5,0,3.7
2022-12-05,-6.9,-13.2,-19.5,87,80.5,74,-10.2,-17.1,-23.9,43,25.5,8,16100,9250,2400,5.4,0,6
2022-12-04,2,-2.5,-7,88,58,28,-5.8,-10.4,-15,41,23,5,64400,32700,1000,0.6,0,0.8
2022-12-03,0,-9.6,-19.2,72,52,32,-14.9,-19.1,-23.2,31,18,5,64400,40250,16100,0,0,0
2022-12-02,-15.4,-20,-24.6,77,63.5,50,-21.6,-24.4,-27.2,16,9,2,64400,44250,24100,0,0,0
2022-12-01,-20.1,-22.05,-24,79,71,63,-24.1,-25.9,-27.6,22,12.5,3,32200,17100,2000,1.6,0,1.6
2022-11-30,-15.9,-18.14,-20.4,83,76.5,70,-19.7,-21.9,-24.2,27,20,13,24100,13050,2000,4.2,0,4.2
2022-11-29,-14.2,-16.29,-18.4,81,70.5,60,-20.3,-21.6,-23,34,20,6,64400,35400,6400,0,0,0
2022-11-28,-10.3,-12.25,-14.2,68,58.5,49,-18,-19.3,-20.6,46,34,22,24100,17700,11300,0,0,0
2022-11-27,3.7,-3.55,-10.8,90,63,36,-4.9,-11.7,-18.4,43,28,13,24100,12550,1000,1.4,0,1.4
2022-11-26,5.5,0.5,-4.5,82,56,30,-3.6,-7.2,-10.7,22,13.5,5,64400,40250,16100,0,0,0
2022-11-25,12.4,6.1,-0.2,83,55.5,28,-1.7,-4.2,-6.7,44,25.5,7,64400,37850,11300,0,0,0
2022-11-24,11.3,5.45,-0.4,70,48,26,-2.6,-5.3,-8.1,32,16.5,1,64400,44250,24100,0,0,0
2022-11-23,6.9,2.7,-1.5,95,63,31,0.4,-4.5,-9.3,34,21,8,64400,35400,6400,0,0,0
2022-11-22,10.2,6,1.8,65,50,35,-2.2,-4,-5.9,26,13.5,1,64400,40250,16100,0,0,0
2022-11-21,9.3,1.65,-6,76,54,32,-5,-7,-9.1,32,16.5,1,64400,44250,24100,0,0,0
2022-11-20,5.2,-0.1,-5.4,71,46.5,22,-5.2,-11.2,-17.1,20,10.5,1,24100,24100,24100,0,0,0
2022-11-19,8.3,-2.09,-12.5,64,41.5,19,-10.4,-13.8,-17.1,28,14.5,1,64400,44250,24100,0,0,0
2022-11-18,1,-5.05,-11.1,62,42.5,23,-15.2,-17.9,-20.6,28,15,2,64400,44250,24100,0,0,0
2022-11-17,-6.1,-9.64,-13.2,74,54,34,-14.3,-17.9,-21.5,39,21.5,4,64400,40250,16100,0,0,0
2022-11-16,0.5,-3.35,-7.2,87,74,61,-2.8,-8.3,-13.9,43,25,7,24100,18500,12900,0,0,0
2022-11-15,5.9,-0.64,-7.2,78,58.5,39,-4.2,-6.7,-9.1,36,20,4,64400,40250,16100,0,0,0
2022-11-14,2.4,-2.59,-7.6,90,76.5,63,-3.7,-6.2,-8.7,28,15,2,24100,17700,11300,0,0,0
2022-11-13,3.5,-4.09,-11.7,89,63.5,38,-4.5,-8.4,-12.4,31,16.5,2,64400,40250,16100,0,0,0
2022-11-12,-0.4,-6.55,-12.7,87,76,65,-3,-8.4,-13.9,27,13.5,0,64400,40250,16100,0,0,0
2022-11-11,0.4,-6.9,-14.2,84,64,44,-10,-13.6,-17.2,14,7.5,1,64400,44250,24100,0,0,0
2022-11-10,-5.1,-12.8,-20.5,84,72.5,61,-11.2,-16.8,-22.4,15,8,1,64400,44250,24100,0,0,0
2022-11-09,-15.5,-19.05,-22.6,84,75,66,-19.7,-21.8,-23.9,21,13,5,64400,40250,16100,0,0,0
2022-11-08,-15.3,-18.6,-21.9,83,73,63,-21.1,-22.8,-24.4,15,9,3,64400,40250,16100,0,0,0
2022-11-07,-15,-16.95,-18.9,81,78.5,76,-18.7,-20.7,-22.7,23,16,9,24100,12450,800,9.2,0,9.8
2022-11-06,-10.4,-12.7,-15,83,77,71,-13.6,-15.8,-18,25,18.5,12,24100,12850,1600,2.9,0,2.1
2022-11-05,-1.4,-5.9,-10.4,95,87,79,-2.7,-8,-13.3,42,22.5,3,19300,10050,800,3.9,0,1
2022-11-04,4.1,-0.25,-4.6,88,64.5,41,-3.7,-7.3,-11,22,11.5,1,64400,40250,16100,0,0,0
2022-11-03,-0.8,-7.55,-14.3,92,70,48,-7.9,-11.8,-15.8,13,8,3,64400,44250,24100,0,0,0
2022-11-02,-3.4,-6.3,-9.2,90,81,72,-5.7,-8.7,-11.6,40,25,10,24100,12250,400,6.4,0,6.4
2022-11-01,3.4,-0.1,-3.6,95,87,79,-0.9,-3.2,-5.6,31,21,11,24100,12650,1200,4.5,0,4.5
2022-10-31,8.3,4.25,0.2,86,68.5,51,-0.6,-2.7,-4.8,28,16.5,5,24100,16900,9700,0,0,0
2022-10-30,13.4,8.19,3,55,42,29,-0.9,-3.2,-5.6,40,22,4,64400,40250,16100,0,0,0
2022-10-29,12.4,5.25,-1.9,77,50.5,24,-4.5,-6.1,-7.7,28,15,2,64400,40250,16100,0,0,0
2022-10-28,12.3,6,-0.3,73,53,33,-0.8,-3.2,-5.6,33,18,3,48300,36200,24100,0,0,0
2022-10-27,13,7.7,2.4,63,44,25,-3.2,-5.9,-8.6,41,24.5,8,64400,44250,24100,0,0,0
2022-10-26,9,2.5,-4,89,59,29,-4,-6.2,-8.5,31,17,3,64400,44250,24100,0,0,0
2022-10-25,4.4,0.1,-4.2,93,73.5,54,-0.8,-3,-5.3,32,16.5,1,64400,44250,24100,0,0,0
2022-10-24,6.5,0.45,-5.6,95,73,51,-2.4,-4.5,-6.6,14,7.5,1,64400,40250,16100,0,0,0
2022-10-23,2.4,-0.84,-4.1,99,86.5,74,-0.5,-3,-5.4,18,11,4,24100,13450,2800,3.1,0,3.2
2022-10-22,1,0.35,-0.3,100,96,92,0.3,-0.3,-0.9,21,16,11,6400,3500,600,20.6,0,21
2022-10-21,6.2,3.55,0.9,97,81,65,1.3,0.4,-0.4,32,17.5,3,24100,14050,4000,2.2,2.2,0
2022-10-20,19.8,12.8,5.8,64,40.5,17,1.6,-2.2,-5.9,47,25,3,40200,29750,19300,0,0,0
2022-10-19,24.9,13.85,2.8,54,32,10,-3.3,-6.5,-9.7,19,10.5,2,32200,28150,24100,0,0,0
2022-10-18,24.4,13.89,3.4,51,31,11,-3.2,-5.7,-8.1,12,6.5,1,64400,40250,16100,0,0,0
2022-10-17,25.4,14.6,3.8,70,41.5,13,0.9,-3,-6.8,18,9.5,1,64400,44250,24100,0,0,0
2022-10-16,19.4,11.05,2.7,79,54.5,30,2.2,1,-0.3,13,7,1,64400,44250,24100,0,0,0
2022-10-15,16.3,9.05,1.8,89,64,39,2.4,0.8,-0.8,21,11.5,2,48300,36200,24100,0,0,0
2022-10-14,19.8,13.15,6.5,69,46.5,24,7,1,-5.1,35,19,3,64400,39450,14500,0,0,0
2022-10-13,21.3,10.45,-0.4,76,48.5,21,-0.4,-2.7,-5,12,6.5,1,64400,43450,22500,0,0,0
2022-10-12,13.6,8.19,2.8,70,52,34,-1.1,-2.4,-3.7,30,16.5,3,64400,44250,24100,0,0,0
2022-10-11,13.8,8.2,2.6,82,56,30,2.9,-0.7,-4.3,23,12,1,64400,44250,24100,0,0,0
2022-10-10,22.2,13.7,5.2,89,55.5,22,5.8,2,-1.7,45,27,9,24100,15250,6400,3.4,3.4,0
2022-10-09,20.2,12.64,5.1,69,50,31,3.8,2,0.2,14,8.5,3,24100,20100,16100,0,0,0
2022-10-08,22.6,13.15,3.7,77,50,23,3.4,1.6,-0.2,11,5.5,0,48300,36200,24100,0,0,0
2022-10-07,20.8,11.95,3.1,88,59.5,31,4.6,3.2,1.8,14,7,0,48300,33800,19300,0,0,0
2022-10-06,16.4,9.19,2,97,71.5,46,5.2,3.5,1.8,21,13,5,32200,22550,12900,0,0,0
2022-10-05,18.3,11.1,3.9,82,59,36,3.9,2.1,0.4,28,15,2,24100,16900,9700,0,0,0
2022-10-04,23.2,15,6.8,78,55,32,6.9,4.9,2.9,19,10,1,64400,43450,22500,0,0,0
2022-10-03,23.4,15.1,6.8,81,55.5,30,7.2,5.6,4,14,7.5,1,24100,24100,24100,0,0,0
2022-10-02,23.6,14.3,5,92,59,26,7.2,5.1,3,24,12.5,1,24100,24100,24100,0,0,0
2022-10-01,22,13.7,5.4,99,69.5,40,8.1,6.6,5.1,24,12.5,1,32200,24150,16100,0,0,0
2022-09-30,16.3,12.95,9.6,86,75,64,9.3,8.3,7.4,32,17,2,24100,19300,14500,0,0,0
2022-09-29,22.1,15.85,9.6,75,55.5,36,9.3,6,2.7,35,19,3,24100,16900,9700,0,0,0
2022-09-28,28.2,18.05,7.9,61,38.5,16,4.1,1.6,-0.9,15,9,3,56300,40200,24100,0,0,0
2022-09-27,27.3,18.05,8.8,72,43.5,15,5.8,2.1,-1.5,26,14,2,64400,44250,24100,0,0,0
2022-09-26,25,15.65,6.3,73,48.5,24,5.3,3,0.6,21,11,1,64400,44250,24100,0,0,0
2022-09-25,22.9,13.39,3.9,65,43.5,22,1.4,0.1,-1.2,16,8.5,1,64400,44250,24100,0,0,0
2022-09-24,21.7,15.75,9.8,46,32.5,19,1.2,-1,-3.3,29,16.5,4,64400,44250,24100,0,0,0
2022-09-23,19.6,12.45,5.3,79,53,27,4.4,1.1,-2.3,32,17,2,64400,40250,16100,0,0,0
2022-09-22,17.5,10.75,4,83,64,45,5.3,3.4,1.4,21,12,3,48300,36200,24100,0,0,0
2022-09-21,16.7,8.29,-0.1,86,60.5,35,2,0.4,-1.3,37,21.5,6,64400,44250,24100,0,0,0
